drug,source,field,token_original,token_norm,feature
I-BRD9,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN OTHER,rawtok_CHROMATIN_OTHER
TELOMERASE INHIBITOR IX,drug_sample,PUTATIVE_TARGET,Telomerase,TELOMERASE,rawtok_TELOMERASE
TELOMERASE INHIBITOR IX,drug_sample,PATHWAY_NAME,Genome integrity,GENOME INTEGRITY,rawtok_GENOME_INTEGRITY
MIRA-1,drug_sample,PUTATIVE_TARGET,TP53,TP53,rawtok_TP53
MIRA-1,drug_sample,PATHWAY_NAME,p53 pathway,P53 PATHWAY,rawtok_P53_PATHWAY
NVP-ADW742,drug_sample,PUTATIVE_TARGET,IGF1R,IGF1R,rawtok_IGF1R
NVP-ADW742,drug_sample,PATHWAY_NAME,IGF1R signaling,IGF1R SIGNALING,rawtok_IGF1R_SIGNALING
P22077,drug_sample,PUTATIVE_TARGET,USP47,USP47,rawtok_USP47
P22077,drug_sample,PUTATIVE_TARGET,USP7,USP7,rawtok_USP7
P22077,drug_sample,PATHWAY_NAME,Protein stability and degradation,PROTEIN STABILITY AND DEGRADATION,rawtok_PROTEIN_STABILITY_AND_DEGRADATION
SAVOLITINIB,drug_sample,PUTATIVE_TARGET,MET,MET,rawtok_MET
SAVOLITINIB,drug_sample,PATHWAY_NAME,RTK signaling,RTK SIGNALING,rawtok_RTK_SIGNALING
UMI-77,drug_sample,PUTATIVE_TARGET,MCL1,MCL1,rawtok_MCL1
UMI-77,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS REGULATION,rawtok_APOPTOSIS_REGULATION
WIKI4,drug_sample,PUTATIVE_TARGET,TNKS1,TNKS1,rawtok_TNKS1
WIKI4,drug_sample,PUTATIVE_TARGET,TNKS2,TNKS2,rawtok_TNKS2
WIKI4,drug_sample,PATHWAY_NAME,WNT signaling,WNT SIGNALING,rawtok_WNT_SIGNALING
WEHI-539,drug_sample,PUTATIVE_TARGET,BCL-XL,BCL-XL,rawtok_BCL_XL
WEHI-539,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS REGULATION,rawtok_APOPTOSIS_REGULATION
N25720-51-A1,drug_sample,PATHWAY_NAME,Unclassified,UNCLASSIFIED,rawtok_UNCLASSIFIED
N27922-53-1,drug_sample,PATHWAY_NAME,Unclassified,UNCLASSIFIED,rawtok_UNCLASSIFIED
N30652-18-1,drug_sample,PATHWAY_NAME,Unclassified,UNCLASSIFIED,rawtok_UNCLASSIFIED
N29087-69-1,drug_sample,PATHWAY_NAME,Unclassified,UNCLASSIFIED,rawtok_UNCLASSIFIED
HKMTI-1-005,drug_sample,PATHWAY_NAME,Unclassified,UNCLASSIFIED,rawtok_UNCLASSIFIED
ICL-SIRT078,drug_sample,PUTATIVE_TARGET,SIR2,SIR2,rawtok_SIR2
AGK2,drug_sample,PUTATIVE_TARGET,BAZ2A,BAZ2A,rawtok_BAZ2A
AGK2,drug_sample,PUTATIVE_TARGET,BAZ2B,BAZ2B,rawtok_BAZ2B
AGK2,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN HISTONE ACETYLATION,rawtok_CHROMATIN_HISTONE_ACETYLATION
BIBR-1532,drug_sample,PUTATIVE_TARGET,TERT,TERT,rawtok_TERT
BIBR-1532,drug_sample,PATHWAY_NAME,Genome integrity,GENOME INTEGRITY,rawtok_GENOME_INTEGRITY
PYRIDOSTATIN,drug_sample,PUTATIVE_TARGET,G-quadruplex stabiliser,G-QUADRUPLEX STABILISER,rawtok_G_QUADRUPLEX_STABILISER
PYRIDOSTATIN,drug_sample,PATHWAY_NAME,DNA replication,DNA REPLICATION,rawtok_DNA_REPLICATION
AMG-319,drug_sample,PUTATIVE_TARGET,PI3K (beta sparing),PI3K (BETA SPARING),rawtok_PI3K_BETA_SPARING
AMG-319,drug_sample,PATHWAY_NAME,MTOR signaling,MTOR SIGNALING,rawtok_MTOR_SIGNALING
AMG-319,drug_sample,PATHWAY_NAME,PI3K,PI3K,rawtok_PI3K
MK-8776,drug_sample,PUTATIVE_TARGET,CDK2,CDK2,rawtok_CDK2
MK-8776,drug_sample,PUTATIVE_TARGET,CHEK1,CHEK1,rawtok_CHEK1
MK-8776,drug_sample,PUTATIVE_TARGET,CHEK2,CHEK2,rawtok_CHEK2
MK-8776,drug_sample,PATHWAY_NAME,Cell cycle,CELL CYCLE,rawtok_CELL_CYCLE
MYCOPHENOLIC ACID,drug_sample,PATHWAY_NAME,Unclassified,UNCLASSIFIED,rawtok_UNCLASSIFIED
REMODELIN,drug_sample,PATHWAY_NAME,Unclassified,UNCLASSIFIED,rawtok_UNCLASSIFIED
LJI308,drug_sample,PUTATIVE_TARGET,RSK1,RSK1,rawtok_RSK1
LJI308,drug_sample,PUTATIVE_TARGET,RSK2,RSK2,rawtok_RSK2
LJI308,drug_sample,PUTATIVE_TARGET,RSK3,RSK3,rawtok_RSK3
LJI308,drug_sample,PATHWAY_NAME,MTOR signaling,MTOR SIGNALING,rawtok_MTOR_SIGNALING
LJI308,drug_sample,PATHWAY_NAME,PI3K,PI3K,rawtok_PI3K
AZ6102,drug_sample,PUTATIVE_TARGET,TNKS1,TNKS1,rawtok_TNKS1
AZ6102,drug_sample,PUTATIVE_TARGET,TNKS2,TNKS2,rawtok_TNKS2
AZ6102,drug_sample,PATHWAY_NAME,WNT signaling,WNT SIGNALING,rawtok_WNT_SIGNALING
GSK591,drug_sample,PUTATIVE_TARGET,PMRT5,PMRT5,rawtok_PMRT5
GSK591,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN HISTONE METHYLATION,rawtok_CHROMATIN_HISTONE_METHYLATION
VE821,drug_sample,PUTATIVE_TARGET,ATR,ATR,rawtok_ATR
VE821,drug_sample,PATHWAY_NAME,Genome integrity,GENOME INTEGRITY,rawtok_GENOME_INTEGRITY
VTP-A,drug_sample,PATHWAY_NAME,Unclassified,UNCLASSIFIED,rawtok_UNCLASSIFIED
VTP-B,drug_sample,PATHWAY_NAME,Unclassified,UNCLASSIFIED,rawtok_UNCLASSIFIED
PBD-288,drug_sample,PATHWAY_NAME,Unclassified,UNCLASSIFIED,rawtok_UNCLASSIFIED
POMHEX,drug_sample,PATHWAY_NAME,Unclassified,UNCLASSIFIED,rawtok_UNCLASSIFIED
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM3A,KDM3A,rawtok_KDM3A
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM4A,KDM4A,rawtok_KDM4A
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM4C,KDM4C,rawtok_KDM4C
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM4E,KDM4E,rawtok_KDM4E
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM6B,KDM6B,rawtok_KDM6B
CT7033-2,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN HISTONE METHYLATION,rawtok_CHROMATIN_HISTONE_METHYLATION
GSK-LSD1-2HCL,drug_sample,PUTATIVE_TARGET,LSD1,LSD1,rawtok_LSD1
GSK-LSD1-2HCL,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN HISTONE METHYLATION,rawtok_CHROMATIN_HISTONE_METHYLATION
5-AZACYTIDINE,drug_sample,PUTATIVE_TARGET,DNA methyltransferases,DNA METHYLTRANSFERASES,rawtok_DNA_METHYLTRANSFERASES
A-366,drug_sample,PUTATIVE_TARGET,EHMT1,EHMT1,rawtok_EHMT1
A-366,drug_sample,PUTATIVE_TARGET,EHMT2,EHMT2,rawtok_EHMT2
A-366,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN HISTONE METHYLATION,rawtok_CHROMATIN_HISTONE_METHYLATION
CPI-637,drug_sample,PUTATIVE_TARGET,EP300,EP300,rawtok_EP300
CPI-637,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN HISTONE METHYLATION,rawtok_CHROMATIN_HISTONE_METHYLATION
UNC0379,drug_sample,PUTATIVE_TARGET,SETD8,SETD8,rawtok_SETD8
UNC0379,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN HISTONE METHYLATION,rawtok_CHROMATIN_HISTONE_METHYLATION
AT13148,drug_sample,PUTATIVE_TARGET,AKT1,AKT1,rawtok_AKT1
AT13148,drug_sample,PATHWAY_NAME,MTOR signaling,MTOR SIGNALING,rawtok_MTOR_SIGNALING
AT13148,drug_sample,PATHWAY_NAME,PI3K,PI3K,rawtok_PI3K
GSK2830371,drug_sample,PUTATIVE_TARGET,PPM1D,PPM1D,rawtok_PPM1D
GSK2830371,drug_sample,PUTATIVE_TARGET,WIP1,WIP1,rawtok_WIP1
THR-101,drug_sample,PUTATIVE_TARGET,Mutant RAS,MUTANT RAS,rawtok_MUTANT_RAS
THR-101,drug_sample,PATHWAY_NAME,MTOR signaling,MTOR SIGNALING,rawtok_MTOR_SIGNALING
THR-101,drug_sample,PATHWAY_NAME,PI3K,PI3K,rawtok_PI3K
THR-102,drug_sample,PUTATIVE_TARGET,Mutant RAS,MUTANT RAS,rawtok_MUTANT_RAS
THR-102,drug_sample,PATHWAY_NAME,MTOR signaling,MTOR SIGNALING,rawtok_MTOR_SIGNALING
THR-102,drug_sample,PATHWAY_NAME,PI3K,PI3K,rawtok_PI3K
THR-103,drug_sample,PUTATIVE_TARGET,Mutant RAS,MUTANT RAS,rawtok_MUTANT_RAS
THR-103,drug_sample,PATHWAY_NAME,MTOR signaling,MTOR SIGNALING,rawtok_MTOR_SIGNALING
THR-103,drug_sample,PATHWAY_NAME,PI3K,PI3K,rawtok_PI3K
ASCORBATE (VITAMIN C),drug_sample,PUTATIVE_TARGET,anti-oxidant proteins,ANTI-OXIDANT PROTEINS,rawtok_ANTI_OXIDANT_PROTEINS
GLUTATHIONE,drug_sample,PUTATIVE_TARGET,anti-oxidant proteins,ANTI-OXIDANT PROTEINS,rawtok_ANTI_OXIDANT_PROTEINS
ALPHA-LIPOIC ACID,drug_sample,PUTATIVE_TARGET,Metabolism,METABOLISM,rawtok_METABOLISM
ALPHA-LIPOIC ACID,drug_sample,PATHWAY_NAME,Metabolism,METABOLISM,rawtok_METABOLISM
N-ACETYL CYSTEINE,drug_sample,PUTATIVE_TARGET,Metabolism,METABOLISM,rawtok_METABOLISM
N-ACETYL CYSTEINE,drug_sample,PATHWAY_NAME,Metabolism,METABOLISM,rawtok_METABOLISM
ANLOTINIB,drug_sample,PUTATIVE_TARGET,KDR,KDR,rawtok_KDR
ANLOTINIB,drug_sample,PUTATIVE_TARGET,PDGFRB,PDGFRB,rawtok_PDGFRB
LITRONESIB,drug_sample,PUTATIVE_TARGET,KIF11,KIF11,rawtok_KIF11
BIIB021,drug_sample,PUTATIVE_TARGET,HSP90AA1,HSP90AA1,rawtok_HSP90AA1
IMIQUIMOD,drug_sample,PUTATIVE_TARGET,TLR7,TLR7,rawtok_TLR7
IMIQUIMOD,drug_sample,PUTATIVE_TARGET,TLR8,TLR8,rawtok_TLR8
EXISULIND,drug_sample,PUTATIVE_TARGET,PDE5A,PDE5A,rawtok_PDE5A
TALMAPIMOD,drug_sample,PUTATIVE_TARGET,MAPK11,MAPK11,rawtok_MAPK11
TALMAPIMOD,drug_sample,PUTATIVE_TARGET,MAPK14,MAPK14,rawtok_MAPK14
P276-00,drug_sample,PUTATIVE_TARGET,CDK1,CDK1,rawtok_CDK1
P276-00,drug_sample,PUTATIVE_TARGET,CDK4,CDK4,rawtok_CDK4
P276-00,drug_sample,PUTATIVE_TARGET,CDK9,CDK9,rawtok_CDK9
MLN0128,drug_sample,PUTATIVE_TARGET,MTOR,MTOR,rawtok_MTOR
MLN0128,drug_sample,PUTATIVE_TARGET,PIK3CA,PIK3CA,rawtok_PIK3CA
MLN0128,drug_sample,PUTATIVE_TARGET,PIK3CD,PIK3CD,rawtok_PIK3CD
MLN0128,drug_sample,PUTATIVE_TARGET,PIK3CG,PIK3CG,rawtok_PIK3CG
OLTIPRAZ,drug_sample,PUTATIVE_TARGET,ANG,ANG,rawtok_ANG
DICHLOROACETATE,drug_sample,PUTATIVE_TARGET,PDK1,PDK1,rawtok_PDK1
ROSCOVITINE,drug_sample,PUTATIVE_TARGET,CDK2,CDK2,rawtok_CDK2
ROSCOVITINE,drug_sample,PUTATIVE_TARGET,CDK9,CDK9,rawtok_CDK9
EVEROLIMUS,drug_sample,PUTATIVE_TARGET,MTOR,MTOR,rawtok_MTOR
BARDOXOLONE-METHYL,drug_sample,PUTATIVE_TARGET,PPARG,PPARG,rawtok_PPARG
BARDOXOLONE-METHYL,drug_sample,PUTATIVE_TARGET,STAT3,STAT3,rawtok_STAT3
GENISTEIN,drug_sample,PUTATIVE_TARGET,CFTR,CFTR,rawtok_CFTR
GENISTEIN,drug_sample,PUTATIVE_TARGET,ESR1,ESR1,rawtok_ESR1
GENISTEIN,drug_sample,PUTATIVE_TARGET,ESR2,ESR2,rawtok_ESR2
GENISTEIN,drug_sample,PUTATIVE_TARGET,ESRRA,ESRRA,rawtok_ESRRA
GENISTEIN,drug_sample,PUTATIVE_TARGET,ESRRB,ESRRB,rawtok_ESRRB
GENISTEIN,drug_sample,PUTATIVE_TARGET,ESRRG,ESRRG,rawtok_ESRRG
GENISTEIN,drug_sample,PUTATIVE_TARGET,NCOA1,NCOA1,rawtok_NCOA1
GENISTEIN,drug_sample,PUTATIVE_TARGET,NCOA2,NCOA2,rawtok_NCOA2
GENISTEIN,drug_sample,PUTATIVE_TARGET,PPARG,PPARG,rawtok_PPARG
GENISTEIN,drug_sample,PUTATIVE_TARGET,PTK2B,PTK2B,rawtok_PTK2B
GENISTEIN,drug_sample,PUTATIVE_TARGET,TOP2A,TOP2A,rawtok_TOP2A
GENISTEIN,drug_sample,PUTATIVE_TARGET,TRPC5,TRPC5,rawtok_TRPC5
CYT387,drug_sample,PUTATIVE_TARGET,JAK1,JAK1,rawtok_JAK1
CYT387,drug_sample,PUTATIVE_TARGET,JAK2,JAK2,rawtok_JAK2
CYT387,drug_sample,PUTATIVE_TARGET,JAK3,JAK3,rawtok_JAK3
S-111,drug_sample,PUTATIVE_TARGET,PARP1,PARP1,rawtok_PARP1
AMINOGLUTETHIMIDE,drug_sample,PUTATIVE_TARGET,CYP11A1,CYP11A1,rawtok_CYP11A1
AMINOGLUTETHIMIDE,drug_sample,PUTATIVE_TARGET,CYP19A1,CYP19A1,rawtok_CYP19A1
FILANESIB,drug_sample,PUTATIVE_TARGET,KIF11,KIF11,rawtok_KIF11
NVP-AUY922,drug_sample,PUTATIVE_TARGET,HSP90AA1,HSP90AA1,rawtok_HSP90AA1
NVP-AUY922,drug_sample,PUTATIVE_TARGET,HSP90AB1,HSP90AB1,rawtok_HSP90AB1
TAMIBAROTENE,drug_sample,PUTATIVE_TARGET,RARA,RARA,rawtok_RARA
TAMIBAROTENE,drug_sample,PUTATIVE_TARGET,RARB,RARB,rawtok_RARB
RIGOSERTIB,drug_sample,PUTATIVE_TARGET,PLK1,PLK1,rawtok_PLK1
ALVESPIMYCIN,drug_sample,PUTATIVE_TARGET,HSP90AA1,HSP90AA1,rawtok_HSP90AA1
PEXIDARTINIB,drug_sample,PUTATIVE_TARGET,CSF1R,CSF1R,rawtok_CSF1R
PEXIDARTINIB,drug_sample,PUTATIVE_TARGET,FLT3,FLT3,rawtok_FLT3
PEXIDARTINIB,drug_sample,PUTATIVE_TARGET,KIT,KIT,rawtok_KIT
VEMURAFENIB,drug_sample,PUTATIVE_TARGET,BRAF,BRAF,rawtok_BRAF
VEMURAFENIB,drug_sample,PUTATIVE_TARGET,RAF1,RAF1,rawtok_RAF1
LOMEGUATRIB,drug_sample,PUTATIVE_TARGET,MGMT,MGMT,rawtok_MGMT
AZACITIDINE,drug_sample,PUTATIVE_TARGET,DNMT1,DNMT1,rawtok_DNMT1
AZACITIDINE,drug_sample,PUTATIVE_TARGET,DNMT3A,DNMT3A,rawtok_DNMT3A
DAUNORUBICIN,drug_sample,PUTATIVE_TARGET,TOP2A,TOP2A,rawtok_TOP2A
DAUNORUBICIN,drug_sample,PUTATIVE_TARGET,TOP2B,TOP2B,rawtok_TOP2B
TIVANTINIB,drug_sample,PUTATIVE_TARGET,MET,MET,rawtok_MET
RESIQUIMOD,drug_sample,PUTATIVE_TARGET,TLR7,TLR7,rawtok_TLR7
RESIQUIMOD,drug_sample,PUTATIVE_TARGET,TLR8,TLR8,rawtok_TLR8
ESTRAMUSTINE,drug_sample,PUTATIVE_TARGET,ESR1,ESR1,rawtok_ESR1
ESTRAMUSTINE,drug_sample,PUTATIVE_TARGET,ESR2,ESR2,rawtok_ESR2
ESTRAMUSTINE,drug_sample,PUTATIVE_TARGET,MAP1A,MAP1A,rawtok_MAP1A
ESTRAMUSTINE,drug_sample,PUTATIVE_TARGET,MAP2,MAP2,rawtok_MAP2
INDOXIMOD,drug_sample,PUTATIVE_TARGET,IDO1,IDO1,rawtok_IDO1
AVL-292,drug_sample,PUTATIVE_TARGET,BTK,BTK,rawtok_BTK
AVL-292,drug_sample,PUTATIVE_TARGET,YES1,YES1,rawtok_YES1
BRIGATINIB,drug_sample,PUTATIVE_TARGET,ALK,ALK,rawtok_ALK
BRIGATINIB,drug_sample,PUTATIVE_TARGET,EGFR,EGFR,rawtok_EGFR
FK-866,drug_sample,PUTATIVE_TARGET,NAMPT,NAMPT,rawtok_NAMPT
AS-703026,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K1,rawtok_MAP2K1
AS-703026,drug_sample,PUTATIVE_TARGET,MAP2K2,MAP2K2,rawtok_MAP2K2
ACALABRUTINIB,drug_sample,PUTATIVE_TARGET,BTK,BTK,rawtok_BTK
LOXO-101,drug_sample,PUTATIVE_TARGET,NTRK1,NTRK1,rawtok_NTRK1
LOXO-101,drug_sample,PUTATIVE_TARGET,NTRK2,NTRK2,rawtok_NTRK2
LOXO-101,drug_sample,PUTATIVE_TARGET,NTRK3,NTRK3,rawtok_NTRK3
AMG-337,drug_sample,PUTATIVE_TARGET,MET,MET,rawtok_MET
GOLVATINIB,drug_sample,PUTATIVE_TARGET,KDR,KDR,rawtok_KDR
GOLVATINIB,drug_sample,PUTATIVE_TARGET,MET,MET,rawtok_MET
NAPABUCASIN,drug_sample,PUTATIVE_TARGET,STAT3,STAT3,rawtok_STAT3
VX-745,drug_sample,PUTATIVE_TARGET,MAPK11,MAPK11,rawtok_MAPK11
VX-745,drug_sample,PUTATIVE_TARGET,MAPK12,MAPK12,rawtok_MAPK12
VX-745,drug_sample,PUTATIVE_TARGET,MAPK14,MAPK14,rawtok_MAPK14
DOVITINIB,drug_sample,PUTATIVE_TARGET,CSF1R,CSF1R,rawtok_CSF1R
DOVITINIB,drug_sample,PUTATIVE_TARGET,EGFR,EGFR,rawtok_EGFR
DOVITINIB,drug_sample,PUTATIVE_TARGET,FGFR1,FGFR1,rawtok_FGFR1
DOVITINIB,drug_sample,PUTATIVE_TARGET,FGFR2,FGFR2,rawtok_FGFR2
DOVITINIB,drug_sample,PUTATIVE_TARGET,FGFR3,FGFR3,rawtok_FGFR3
DOVITINIB,drug_sample,PUTATIVE_TARGET,FLT1,FLT1,rawtok_FLT1
DOVITINIB,drug_sample,PUTATIVE_TARGET,FLT3,FLT3,rawtok_FLT3
DOVITINIB,drug_sample,PUTATIVE_TARGET,FLT4,FLT4,rawtok_FLT4
DOVITINIB,drug_sample,PUTATIVE_TARGET,INSR,INSR,rawtok_INSR
DOVITINIB,drug_sample,PUTATIVE_TARGET,KDR,KDR,rawtok_KDR
DOVITINIB,drug_sample,PUTATIVE_TARGET,KIT,KIT,rawtok_KIT
DOVITINIB,drug_sample,PUTATIVE_TARGET,PDGFRA,PDGFRA,rawtok_PDGFRA
DOVITINIB,drug_sample,PUTATIVE_TARGET,PDGFRB,PDGFRB,rawtok_PDGFRB
ISPINESIB,drug_sample,PUTATIVE_TARGET,KIF11,KIF11,rawtok_KIF11
CANERTINIB,drug_sample,PUTATIVE_TARGET,AKT1,AKT1,rawtok_AKT1
CANERTINIB,drug_sample,PUTATIVE_TARGET,EGFR,EGFR,rawtok_EGFR
CANERTINIB,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB2,rawtok_ERBB2
CANERTINIB,drug_sample,PUTATIVE_TARGET,ERBB4,ERBB4,rawtok_ERBB4
CINACALCET,drug_sample,PUTATIVE_TARGET,CASR,CASR,rawtok_CASR
3-AMINO-BENZAMIDE,drug_sample,PUTATIVE_TARGET,PARP1,PARP1,rawtok_PARP1
GDC-0980,drug_sample,PUTATIVE_TARGET,FGR,FGR,rawtok_FGR
GDC-0980,drug_sample,PUTATIVE_TARGET,MAP3K9,MAP3K9,rawtok_MAP3K9
GDC-0980,drug_sample,PUTATIVE_TARGET,MTOR,MTOR,rawtok_MTOR
GDC-0980,drug_sample,PUTATIVE_TARGET,PIK3CA,PIK3CA,rawtok_PIK3CA
GDC-0980,drug_sample,PUTATIVE_TARGET,PIK3CB,PIK3CB,rawtok_PIK3CB
GDC-0980,drug_sample,PUTATIVE_TARGET,PIK3CD,PIK3CD,rawtok_PIK3CD
GDC-0980,drug_sample,PUTATIVE_TARGET,PIK3CG,PIK3CG,rawtok_PIK3CG
GDC-0980,drug_sample,PUTATIVE_TARGET,SYK,SYK,rawtok_SYK
AT13387,drug_sample,PUTATIVE_TARGET,HSP90AA1,HSP90AA1,rawtok_HSP90AA1
NERATINIB,drug_sample,PUTATIVE_TARGET,EGFR,EGFR,rawtok_EGFR
NERATINIB,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB2,rawtok_ERBB2
NERATINIB,drug_sample,PUTATIVE_TARGET,KDR,KDR,rawtok_KDR
IVOSIDENIB,drug_sample,PUTATIVE_TARGET,IDH1,IDH1,rawtok_IDH1
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA1,PSMA1,rawtok_PSMA1
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA2,PSMA2,rawtok_PSMA2
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA3,PSMA3,rawtok_PSMA3
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA4,PSMA4,rawtok_PSMA4
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA5,PSMA5,rawtok_PSMA5
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA6,PSMA6,rawtok_PSMA6
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA7,PSMA7,rawtok_PSMA7
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA8,PSMA8,rawtok_PSMA8
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB1,PSMB1,rawtok_PSMB1
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB10,PSMB10,rawtok_PSMB10
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB11,PSMB11,rawtok_PSMB11
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB2,PSMB2,rawtok_PSMB2
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB3,PSMB3,rawtok_PSMB3
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB4,PSMB4,rawtok_PSMB4
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB5,PSMB5,rawtok_PSMB5
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB6,PSMB6,rawtok_PSMB6
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB7,PSMB7,rawtok_PSMB7
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB8,PSMB8,rawtok_PSMB8
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB9,PSMB9,rawtok_PSMB9
ABEMACICLIB,drug_sample,PUTATIVE_TARGET,CDK4,CDK4,rawtok_CDK4
ABEMACICLIB,drug_sample,PUTATIVE_TARGET,CDK6,CDK6,rawtok_CDK6
2-METHOXYESTRADIOL,drug_sample,PUTATIVE_TARGET,COMT,COMT,rawtok_COMT
2-METHOXYESTRADIOL,drug_sample,PUTATIVE_TARGET,CYP19A1,CYP19A1,rawtok_CYP19A1
2-METHOXYESTRADIOL,drug_sample,PUTATIVE_TARGET,CYP1A1,CYP1A1,rawtok_CYP1A1
2-METHOXYESTRADIOL,drug_sample,PUTATIVE_TARGET,CYP1B1,CYP1B1,rawtok_CYP1B1
2-METHOXYESTRADIOL,drug_sample,PUTATIVE_TARGET,HIF1A,HIF1A,rawtok_HIF1A
2-METHOXYESTRADIOL,drug_sample,PUTATIVE_TARGET,TUBB,TUBB,rawtok_TUBB
ICARIIN,drug_sample,PUTATIVE_TARGET,PDE5A,PDE5A,rawtok_PDE5A
BARASERTIB,drug_sample,PUTATIVE_TARGET,AURKA,AURKA,rawtok_AURKA
BARASERTIB,drug_sample,PUTATIVE_TARGET,AURKB,AURKB,rawtok_AURKB
ATIPRIMOD,drug_sample,PUTATIVE_TARGET,JAK2,JAK2,rawtok_JAK2
ATIPRIMOD,drug_sample,PUTATIVE_TARGET,STAT3,STAT3,rawtok_STAT3
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK1,CDK1,rawtok_CDK1
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK2,CDK2,rawtok_CDK2
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK4,CDK4,rawtok_CDK4
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK5,CDK5,rawtok_CDK5
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK6,CDK6,rawtok_CDK6
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK7,CDK7,rawtok_CDK7
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK8,CDK8,rawtok_CDK8
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK9,CDK9,rawtok_CDK9
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,EGFR,EGFR,rawtok_EGFR
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,PYGM,PYGM,rawtok_PYGM
CP-724714,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB2,rawtok_ERBB2
SCH-900776,drug_sample,PUTATIVE_TARGET,CDK2,CDK2,rawtok_CDK2
SCH-900776,drug_sample,PUTATIVE_TARGET,CHEK1,CHEK1,rawtok_CHEK1
TACEDINALINE,drug_sample,PUTATIVE_TARGET,HDAC1,HDAC1,rawtok_HDAC1
IDASANUTLIN,drug_sample,PUTATIVE_TARGET,MDM2,MDM2,rawtok_MDM2
IDASANUTLIN,drug_sample,PUTATIVE_TARGET,TP53,TP53,rawtok_TP53
BMS-690514,drug_sample,PUTATIVE_TARGET,EGFR,EGFR,rawtok_EGFR
BMS-690514,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB2,rawtok_ERBB2
BMS-690514,drug_sample,PUTATIVE_TARGET,FLT3,FLT3,rawtok_FLT3
BMS-690514,drug_sample,PUTATIVE_TARGET,KDR,KDR,rawtok_KDR
MEISOINDIGO,drug_sample,PUTATIVE_TARGET,STAT3,STAT3,rawtok_STAT3
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,ATR,ATR,rawtok_ATR
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,MTOR,MTOR,rawtok_MTOR
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,PIK3CA,PIK3CA,rawtok_PIK3CA
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,PIK3CD,PIK3CD,rawtok_PIK3CD
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,PIK3CG,PIK3CG,rawtok_PIK3CG
PHA-848125,drug_sample,PUTATIVE_TARGET,CDK2,CDK2,rawtok_CDK2
PHA-848125,drug_sample,PUTATIVE_TARGET,CDK4,CDK4,rawtok_CDK4
